Route ID,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Equipment
15359,BM,312,ABZ,532,OSL,644,,ER3
15360,BM,312,BHX,469,GOT,687,,ER4
15361,BM,312,BRE,353,TLS,1273,,ER4
15362,BM,312,BRS,490,ABZ,532,,ER4
15363,BM,312,BRS,490,FRA,340,,ER4
15364,BM,312,BRS,490,HAM,342,,ER3
15365,BM,312,BRS,490,MUC,346,,ER4
15366,BM,312,BRS,490,MXP,1524,,ER4
15367,BM,312,BRU,302,EMA,523,,ER3
15368,BM,312,BRU,302,NCL,521,,ER4
15369,BM,312,EBJ,610,ABZ,532,,ER4
15370,BM,312,EMA,523,BRU,302,,ER3
15371,BM,312,EVE,641,SVG,666,,ER4
15372,BM,312,FRA,340,BRS,490,,ER4
15373,BM,312,GOT,687,BHX,469,,ER4
15374,BM,312,GOT,687,SVG,666,,ER4
15375,BM,312,HAM,342,BRS,490,,ER3
15376,BM,312,KSU,647,ABZ,532,,ER4
15377,BM,312,KSU,647,SVG,666,,ER4
15378,BM,312,MAN,478,ABZ,532,,ER4
15379,BM,312,MUC,346,BRS,490,,ER4
15380,BM,312,MXP,1524,BRS,490,,ER4
15381,BM,312,NCL,521,BRU,302,,ER4
15382,BM,312,NWI,547,ABZ,532,,ER4 ER3
15383,BM,312,OSL,644,ABZ,532,,ER3
15384,BM,312,SVG,666,EVE,641,,ER4
15385,BM,312,SVG,666,GOT,687,,ER4
15386,BM,312,SVG,666,KSU,647,,ER4
15387,BM,312,TLS,1273,BRE,353,,ER4
15388,BP,683,BBK,879,GBE,881,,AT5 AT7
15389,BP,683,BBK,879,JNB,813,,AT5
15390,BP,683,BBK,879,MUB,880,,AT5
15391,BP,683,CPT,797,GBE,881,,AR8
15392,BP,683,CPT,797,MUB,880,,AR8
15393,BP,683,FRW,877,GBE,881,,AT7 AT5
15394,BP,683,FRW,877,JNB,813,,AT7
15395,BP,683,GBE,881,BBK,879,,AT5 AT7
15396,BP,683,GBE,881,CPT,797,,AR8
15397,BP,683,GBE,881,FRW,877,,AT7 AT5
15398,BP,683,GBE,881,HRE,1005,,AT5
15399,BP,683,GBE,881,JNB,813,,AT5 AT7
15400,BP,683,GBE,881,LUN,907,,AT5
15401,BP,683,GBE,881,MUB,880,,AT5 AT7
15402,BP,683,HRE,1005,GBE,881,,AT5
15403,BP,683,JNB,813,BBK,879,,AT5
15404,BP,683,JNB,813,FRW,877,,AT7
15405,BP,683,JNB,813,GBE,881,,AT5 AT7
15406,BP,683,JNB,813,MUB,880,,AT5 AT7
15407,BP,683,LUN,907,GBE,881,,AT5
15408,BP,683,MUB,880,BBK,879,,AT5
15409,BP,683,MUB,880,CPT,797,,AR8
15410,BP,683,MUB,880,GBE,881,,AT5 AT7
15411,BP,683,MUB,880,JNB,813,,AT5 AT7
15412,BR,2091,AKJ,2299,TPE,2276,,332
15413,BR,2091,AMS,580,BKK,3885,,77W
15414,BR,2091,BKK,3885,AMS,580,,77W
15415,BR,2091,BKK,3885,LHR,507,,77W
15416,BR,2091,BKK,3885,TPE,2276,,332 77W
15417,BR,2091,BKK,3885,VIE,1613,,332
15418,BR,2091,BNE,3320,TPE,2276,,332
15419,BR,2091,CAN,3370,KHH,2264,Y,M90
15420,BR,2091,CAN,3370,TPE,2276,,332 744
15421,BR,2091,CDG,1382,TPE,2276,,77W
15422,BR,2091,CGK,3275,TPE,2276,,332
15423,BR,2091,CGO,3375,KHH,2264,Y,M90
15424,BR,2091,CGO,3375,TPE,2276,,332 321
15425,BR,2091,CTS,2287,TPE,2276,,332
15426,BR,2091,CTU,3395,TPE,2276,,332
15427,BR,2091,DPS,3940,TPE,2276,,332
15428,BR,2091,FUK,2305,TPE,2276,,332 333
15429,BR,2091,GMP,2378,TSA,2275,,321
15430,BR,2091,GUM,2246,TPE,2276,,332
15431,BR,2091,HAN,3199,TPE,2276,Y,M90 321
15432,BR,2091,HET,6345,TPE,2276,,321
15433,BR,2091,HGH,3386,TPE,2276,,332 M90 744
15434,BR,2091,HKD,2288,TPE,2276,,332
15435,BR,2091,HKG,3077,TPE,2276,,321 333 77W M90 332 74E
15436,BR,2091,HND,2359,TSA,2275,,333
15437,BR,2091,HRB,3400,TPE,2276,,M90
15438,BR,2091,ICN,3930,KHH,2264,,M90
15439,BR,2091,ICN,3930,TPE,2276,,332 333
15440,BR,2091,JFK,3797,TPE,2276,,77W
15441,BR,2091,KHH,2264,CAN,3370,Y,M90
15442,BR,2091,KHH,2264,CGO,3375,Y,M90
15443,BR,2091,KHH,2264,ICN,3930,,M90
15444,BR,2091,KHH,2264,MFM,3121,Y,M90 321
15445,BR,2091,KHH,2264,NGB,3387,Y,M90
15446,BR,2091,KHH,2264,NRT,2279,,321
15447,BR,2091,KHH,2264,PVG,3406,,321
15448,BR,2091,KHH,2264,TNA,4108,Y,M90
15449,BR,2091,KHH,2264,TSN,3368,Y,M90
15450,BR,2091,KIX,3992,TPE,2276,,332 321
15451,BR,2091,KMQ,2322,TPE,2276,,321 332
15452,BR,2091,KUL,3304,TPE,2276,,332 321
15453,BR,2091,KWL,3372,TPE,2276,,M90
15454,BR,2091,LAX,3484,TPE,2276,,77W
15455,BR,2091,LHR,507,BKK,3885,,77W
15456,BR,2091,MFM,3121,KHH,2264,Y,M90 321
15457,BR,2091,MFM,3121,RMQ,2268,,M90
15458,BR,2091,MFM,3121,TPE,2276,,321 77W M90 744 332
15459,BR,2091,MNL,2397,TPE,2276,,74E 321 332
15460,BR,2091,NGB,3387,KHH,2264,Y,M90
15461,BR,2091,NRT,2279,KHH,2264,,321
15462,BR,2091,NRT,2279,TPE,2276,,321 332
15463,BR,2091,OKJ,2327,TPE,2276,Y,M90
15464,BR,2091,PEK,3364,TPE,2276,,77W 744
15465,BR,2091,PNH,3034,TPE,2276,,M90
15466,BR,2091,PVG,3406,KHH,2264,,321
15467,BR,2091,PVG,3406,TPE,2276,,744
15468,BR,2091,RMQ,2268,MFM,3121,,M90
15469,BR,2091,SDJ,2347,TPE,2276,,321
15470,BR,2091,SEA,3577,TPE,2276,,744
15471,BR,2091,SFO,3469,TPE,2276,,77W
15472,BR,2091,SGN,3205,TPE,2276,,77W 332
15473,BR,2091,SHA,3391,TSA,2275,,333
15474,BR,2091,SIN,3316,TPE,2276,,333 77W
15475,BR,2091,SUB,3928,TPE,2276,,332
15476,BR,2091,TNA,4108,KHH,2264,Y,M90
15477,BR,2091,TNA,4108,TPE,2276,,M90
15478,BR,2091,TPE,2276,AKJ,2299,,332
15479,BR,2091,TPE,2276,BKK,3885,,77W 332
15480,BR,2091,TPE,2276,BNE,3320,,332
15481,BR,2091,TPE,2276,CAN,3370,,332 744
15482,BR,2091,TPE,2276,CDG,1382,,77W
15483,BR,2091,TPE,2276,CGK,3275,,332
15484,BR,2091,TPE,2276,CGO,3375,,332 321
15485,BR,2091,TPE,2276,CTS,2287,,332
15486,BR,2091,TPE,2276,CTU,3395,,332
15487,BR,2091,TPE,2276,DPS,3940,,332
15488,BR,2091,TPE,2276,FUK,2305,,332 333
15489,BR,2091,TPE,2276,GUM,2246,,332
15490,BR,2091,TPE,2276,HAN,3199,Y,M90 321
15491,BR,2091,TPE,2276,HET,6345,,321
15492,BR,2091,TPE,2276,HGH,3386,,332 M90 744
15493,BR,2091,TPE,2276,HKD,2288,,332
15494,BR,2091,TPE,2276,HKG,3077,,77W 321 M90 333 332 74E
15495,BR,2091,TPE,2276,HRB,3400,,M90
15496,BR,2091,TPE,2276,ICN,3930,,332 333
15497,BR,2091,TPE,2276,JFK,3797,,77W
15498,BR,2091,TPE,2276,KIX,3992,,332 321
15499,BR,2091,TPE,2276,KMQ,2322,,321 332
15500,BR,2091,TPE,2276,KUL,3304,,332 321
15501,BR,2091,TPE,2276,KWL,3372,,M90
15502,BR,2091,TPE,2276,LAX,3484,,77W
15503,BR,2091,TPE,2276,MFM,3121,,321 77W M90 744 332
15504,BR,2091,TPE,2276,MNL,2397,,74E 321 332
15505,BR,2091,TPE,2276,NRT,2279,,332 321
15506,BR,2091,TPE,2276,OKJ,2327,Y,M90
15507,BR,2091,TPE,2276,PEK,3364,,77W 744
15508,BR,2091,TPE,2276,PNH,3034,,M90
15509,BR,2091,TPE,2276,PVG,3406,,744
15510,BR,2091,TPE,2276,SDJ,2347,,321
15511,BR,2091,TPE,2276,SEA,3577,,744
15512,BR,2091,TPE,2276,SFO,3469,,77W
15513,BR,2091,TPE,2276,SGN,3205,,332 77W
15514,BR,2091,TPE,2276,SIN,3316,,77W 333
15515,BR,2091,TPE,2276,SUB,3928,,332
15516,BR,2091,TPE,2276,TNA,4108,,M90
15517,BR,2091,TPE,2276,TSN,3368,,77W
15518,BR,2091,TPE,2276,TXN,6387,,M90
15519,BR,2091,TPE,2276,YVR,156,,744
15520,BR,2091,TPE,2276,YYZ,193,,77W
15521,BR,2091,TSA,2275,GMP,2378,,321
15522,BR,2091,TSA,2275,HND,2359,,333
15523,BR,2091,TSA,2275,SHA,3391,,333
15524,BR,2091,TSN,3368,KHH,2264,Y,M90
15525,BR,2091,TSN,3368,TPE,2276,,77W
15526,BR,2091,TXN,6387,TPE,2276,,M90
15527,BR,2091,VIE,1613,BKK,3885,,332
15528,BR,2091,YVR,156,TPE,2276,,744
15529,BR,2091,YYZ,193,TPE,2276,,77W
15530,BT,333,ABZ,532,RIX,3953,,735
15531,BT,333,AES,630,RIX,3953,,DH4
15532,BT,333,AMS,580,AUH,2179,,332
15533,BT,333,AMS,580,RIX,3953,,73C 735
15534,BT,333,ARN,737,RIX,3953,,733 DH4 735 73C
15535,BT,333,ATH,3941,RIX,3953,,73C
15536,BT,333,AUH,2179,AMS,580,,332
15537,BT,333,AUH,2179,BRU,302,,332
15538,BT,333,AUH,2179,FRA,340,,332 333
15539,BT,333,AUH,2179,MUC,346,,333 345 346
15540,BT,333,BCN,1218,RIX,3953,,735 73C
15541,BT,333,BGO,636,RIX,3953,,73C DH4
15542,BT,333,BLL,608,RIX,3953,,DH4
15543,BT,333,BRU,302,AUH,2179,,332
15544,BT,333,BRU,302,RIX,3953,,735 DH4
15545,BT,333,BRU,302,VNO,3959,Y,AR1 319
15546,BT,333,BUD,1489,RIX,3953,,DH4 735
15547,BT,333,CDG,1382,RIX,3953,,733 735 73C
15548,BT,333,CPH,609,RIX,3953,,DH4 73C 733
15549,BT,333,DME,4029,RIX,3953,,DH4 73C 735
15550,BT,333,DUS,345,RIX,3953,,DH4
15551,BT,333,FCO,1555,RIX,3953,,73C
15552,BT,333,FRA,340,AUH,2179,,332 333
15553,BT,333,FRA,340,RIX,3953,,735 DH4 73C
15554,BT,333,GOT,687,RIX,3953,,DH4
15555,BT,333,GYD,2922,RIX,3953,,735
15556,BT,333,HAM,342,RIX,3953,,DH4 735
15557,BT,333,HEL,421,RIX,3953,,73C DH4 735
15558,BT,333,KBP,2939,RIX,3953,,DH4
15559,BT,333,KGD,2952,RIX,3953,,DH4
15560,BT,333,KIV,1735,RIX,3953,,DH4
15561,BT,333,LCA,1197,RIX,3953,,735
15562,BT,333,LED,2948,RIX,3953,,DH4
15563,BT,333,LGW,502,RIX,3953,,73C 735
15564,BT,333,LHR,507,LIN,1529,,319
15565,BT,333,LIN,1529,LHR,507,,319
15566,BT,333,MLA,1606,RIX,3953,,73C
15567,BT,333,MSQ,2954,RIX,3953,,DH4 73C
15568,BT,333,MUC,346,AUH,2179,,332 345 333
15569,BT,333,MUC,346,RIX,3953,,73C DH4 735 733
15570,BT,333,MXP,1524,RIX,3953,,73C 735
15571,BT,333,NCE,1354,RIX,3953,,735 73C
15572,BT,333,OLB,1520,RIX,3953,,73C
15573,BT,333,OSL,644,RIX,3953,,DH4 73C 735
15574,BT,333,PLQ,3958,RIX,3953,,DH4
15575,BT,333,PRG,1587,RIX,3953,,DH4
15576,BT,333,RIX,3953,ABZ,532,,735
15577,BT,333,RIX,3953,AES,630,,DH4
15578,BT,333,RIX,3953,AMS,580,,73C 735
15579,BT,333,RIX,3953,ARN,737,,DH4 735 73C 733
15580,BT,333,RIX,3953,ATH,3941,,73C
15581,BT,333,RIX,3953,BCN,1218,,735 73C
15582,BT,333,RIX,3953,BGO,636,,DH4
15583,BT,333,RIX,3953,BLL,608,,DH4
15584,BT,333,RIX,3953,BRU,302,,735 DH4
15585,BT,333,RIX,3953,BUD,1489,,DH4 735
15586,BT,333,RIX,3953,CDG,1382,,733 735 73C
15587,BT,333,RIX,3953,CPH,609,,DH4 73C 733
15588,BT,333,RIX,3953,DME,4029,,73C DH4 735
15589,BT,333,RIX,3953,DUS,345,,DH4
15590,BT,333,RIX,3953,FCO,1555,,73C
15591,BT,333,RIX,3953,FRA,340,,735 DH4 73C
15592,BT,333,RIX,3953,GOT,687,,DH4
15593,BT,333,RIX,3953,GYD,2922,,735
15594,BT,333,RIX,3953,HAM,342,,DH4 735
15595,BT,333,RIX,3953,HEL,421,,DH4 73C 735
15596,BT,333,RIX,3953,KBP,2939,,DH4
15597,BT,333,RIX,3953,KGD,2952,,DH4
15598,BT,333,RIX,3953,KIV,1735,,DH4
15599,BT,333,RIX,3953,LCA,1197,,735
15600,BT,333,RIX,3953,LED,2948,,DH4
15601,BT,333,RIX,3953,LGW,502,,73C 735
15602,BT,333,RIX,3953,MLA,1606,,73C
15603,BT,333,RIX,3953,MSQ,2954,,DH4 73C
15604,BT,333,RIX,3953,MUC,346,,73C DH4 735 733
15605,BT,333,RIX,3953,MXP,1524,,73C 735
15606,BT,333,RIX,3953,NCE,1354,,735 73C
15607,BT,333,RIX,3953,OLB,1520,,73C
15608,BT,333,RIX,3953,OSL,644,,DH4 73C 735
15609,BT,333,RIX,3953,PLQ,3958,,DH4
15610,BT,333,RIX,3953,PRG,1587,,DH4
15611,BT,333,RIX,3953,SAW,4317,,735
15612,BT,333,RIX,3953,SVG,666,,735 DH4
15613,BT,333,RIX,3953,SVO,2985,,73C 733 735
15614,BT,333,RIX,3953,TAS,2983,Y,763
15615,BT,333,RIX,3953,TBS,3973,,735
15616,BT,333,RIX,3953,TKU,460,,DH4
15617,BT,333,RIX,3953,TLL,415,,DH4 73C
15618,BT,333,RIX,3953,TLV,1590,,73C 735
15619,BT,333,RIX,3953,TXL,351,,DH4 735
15620,BT,333,RIX,3953,VCE,1551,,73C 735
15621,BT,333,RIX,3953,VIE,1613,,73C 735 DH4 733
15622,BT,333,RIX,3953,VKO,2988,,73G
15623,BT,333,RIX,3953,VNO,3959,,DH4 73C 735
15624,BT,333,RIX,3953,WAW,679,,DH4
15625,BT,333,RIX,3953,ZRH,1678,,735
15626,BT,333,SAW,4317,RIX,3953,,735
15627,BT,333,SVG,666,RIX,3953,,735 DH4
15628,BT,333,SVO,2985,RIX,3953,,73C 733 735
15629,BT,333,TAS,2983,RIX,3953,Y,763
15630,BT,333,TBS,3973,RIX,3953,,73C 735
15631,BT,333,TKU,460,RIX,3953,,DH4
15632,BT,333,TLL,415,RIX,3953,,73C DH4
15633,BT,333,TLV,1590,RIX,3953,,73C 735
15634,BT,333,TXL,351,RIX,3953,,DH4 735
15635,BT,333,VCE,1551,RIX,3953,,73C 735
15636,BT,333,VIE,1613,RIX,3953,,73C 735 DH4 733
15637,BT,333,VKO,2988,RIX,3953,,73G
15638,BT,333,VNO,3959,BRU,302,Y,AR1 319
15639,BT,333,VNO,3959,RIX,3953,,73C DH4 735
15640,BT,333,WAW,679,RIX,3953,,DH4
15641,BT,333,ZRH,1678,RIX,3953,,735
15642,BU,16508,BKY,1035,KND,1037,,100
15643,BU,16508,BKY,1035,KOO,11290,,F50
15644,BU,16508,BNB,11230,MDK,1026,,L4T
15645,BU,16508,BNC,11229,BUX,1033,,F50
15646,BU,16508,BNC,11229,GOM,1036,,F50
15647,BU,16508,BUX,1033,BNC,11229,,F50
15648,BU,16508,BUX,1033,GOM,1036,,F50
15649,BU,16508,BUX,1033,IRP,1032,,F50
15650,BU,16508,FBM,1038,FIH,1020,,320
15651,BU,16508,FBM,1038,JNB,813,,320
15652,BU,16508,FBM,1038,KGA,1042,,320
15653,BU,16508,FBM,1038,MJM,1043,,320
15654,BU,16508,FIH,1020,BNB,11230,,L4T
15655,BU,16508,FIH,1020,FBM,1038,,320
15656,BU,16508,FIH,1020,FKI,1031,,320
15657,BU,16508,FIH,1020,KGA,1042,,100
15658,BU,16508,FIH,1020,KND,1037,,100
15659,BU,16508,FIH,1020,MDK,1026,,320
15660,BU,16508,FIH,1020,MJM,1043,,100 320
15661,BU,16508,FIH,1020,TSH,5652,,L4T
15662,BU,16508,FKI,1031,FIH,1020,,320
15663,BU,16508,FKI,1031,GOM,1036,,320
15664,BU,16508,GMA,1028,MDK,1026,,320
15665,BU,16508,GOM,1036,BKY,1035,,F50
15666,BU,16508,GOM,1036,BNC,11229,,F50
15667,BU,16508,GOM,1036,FKI,1031,,320
15668,BU,16508,IRP,1032,FKI,1031,,F50
15669,BU,16508,JNB,813,FBM,1038,,320
15670,BU,16508,KGA,1042,FBM,1038,,100
15671,BU,16508,KGA,1042,FIH,1020,,320
15672,BU,16508,KGA,1042,TSH,5652,,L4T
15673,BU,16508,KND,1037,BKY,1035,,100
15674,BU,16508,KND,1037,FIH,1020,,100
15675,BU,16508,KOO,11290,FMI,1040,,F50
15676,BU,16508,LJA,5653,FIH,1020,,L4T
15677,BU,16508,MDK,1026,FIH,1020,,320 L4T
15678,BU,16508,MDK,1026,GMA,1028,,320
15679,BU,16508,MJM,1043,FBM,1038,,320
15680,BU,16508,MJM,1043,FIH,1020,,100 320
15681,BU,16508,TSH,5652,FIH,1020,,L4T
15682,BU,16508,TSH,5652,KGA,1042,,L4T
15683,BV,1463,BGY,1525,TIA,1190,,737
15684,BV,1463,BLQ,1538,TIA,1190,,737
15685,BV,1463,BRI,1501,CTA,1509,,737
15686,BV,1463,BRI,1501,PMO,1512,,737
15687,BV,1463,CTA,1509,BRI,1501,,737
15688,BV,1463,CTA,1509,FCO,1555,,737
15689,BV,1463,CUN,1852,FCO,1555,,767
15690,BV,1463,CUN,1852,MXP,1524,,767
15691,BV,1463,CYO,1903,MXP,1524,,767
15692,BV,1463,DME,4029,FCO,1555,,737
15693,BV,1463,FCO,1555,CTA,1509,,737
15694,BV,1463,FCO,1555,DME,4029,,737
15695,BV,1463,FCO,1555,HAV,1909,,767
15696,BV,1463,FCO,1555,LRM,1759,,767
15697,BV,1463,FCO,1555,MXP,1524,,737 767
15698,BV,1463,FCO,1555,PMO,1512,,737
15699,BV,1463,FCO,1555,REG,1514,,737
15700,BV,1463,FCO,1555,TIA,1190,,737
15701,BV,1463,FCO,1555,TRN,1526,,737
15702,BV,1463,HAV,1909,CUN,1852,,767
15703,BV,1463,HAV,1909,CYO,1903,,767
15704,BV,1463,HAV,1909,HOG,1910,,767
15705,BV,1463,HAV,1909,MXP,1524,,767
15706,BV,1463,HAV,1909,SCU,1905,,767
15707,BV,1463,HOG,1910,MXP,1524,,767
15708,BV,1463,LIN,1529,REG,1514,,737
15709,BV,1463,LRM,1759,FCO,1555,,767
15710,BV,1463,LRM,1759,MXP,1524,,767
15711,BV,1463,MXP,1524,CUN,1852,,767
15712,BV,1463,MXP,1524,FCO,1555,,737 767
15713,BV,1463,MXP,1524,HAV,1909,,767
15714,BV,1463,MXP,1524,LRM,1759,,767
15715,BV,1463,MXP,1524,TIA,1190,,737
15716,BV,1463,PMO,1512,BRI,1501,,737
15717,BV,1463,PMO,1512,FCO,1555,,737
15718,BV,1463,PSA,1562,TIA,1190,,737
15719,BV,1463,REG,1514,FCO,1555,,737
15720,BV,1463,REG,1514,LIN,1529,,737
15721,BV,1463,SCU,1905,FCO,1555,,767
15722,BV,1463,TIA,1190,BGY,1525,,737
15723,BV,1463,TIA,1190,BLQ,1538,,737
15724,BV,1463,TIA,1190,FCO,1555,,737
15725,BV,1463,TIA,1190,MXP,1524,,737
15726,BV,1463,TIA,1190,PSA,1562,,737
15727,BV,1463,TIA,1190,VCE,1551,,737
15728,BV,1463,TIA,1190,VRN,1550,,737
15729,BV,1463,TRN,1526,FCO,1555,,737
15730,BV,1463,VCE,1551,TIA,1190,,737
15731,BV,1463,VRN,1550,TIA,1190,,737
15732,BW,1663,ANU,2874,BGI,2875,,738
15733,BW,1663,ANU,2874,KIN,1779,,738
15734,BW,1663,BGI,2875,ANU,2874,,738
15735,BW,1663,BGI,2875,KIN,1779,,738
15736,BW,1663,BGI,2875,POS,2902,,ATR 738
15737,BW,1663,BGI,2875,SXM,2899,,738
15738,BW,1663,CCS,2851,POS,2902,,ATR
15739,BW,1663,FLL,3533,KIN,1779,,738
15740,BW,1663,FLL,3533,MBJ,1780,,738
15741,BW,1663,FLL,3533,POS,2902,,738
15742,BW,1663,GEO,4304,JFK,3797,,767
15743,BW,1663,GEO,4304,POS,2902,,738 767
15744,BW,1663,GEO,4304,YYZ,193,,767 738
15745,BW,1663,GND,2882,JFK,3797,,738
15746,BW,1663,GND,2882,POS,2902,,ATR 738
15747,BW,1663,GND,2882,YYZ,193,,738
15748,BW,1663,JFK,3797,GEO,4304,,767
15749,BW,1663,JFK,3797,GND,2882,,738
15750,BW,1663,JFK,3797,KIN,1779,,738
15751,BW,1663,JFK,3797,MBJ,1780,,738
15752,BW,1663,JFK,3797,POS,2902,,738
15753,BW,1663,JFK,3797,TAB,2901,,738
15754,BW,1663,KIN,1779,ANU,2874,,738
15755,BW,1663,KIN,1779,BGI,2875,,738
15756,BW,1663,KIN,1779,FLL,3533,,738
15757,BW,1663,KIN,1779,JFK,3797,,738
15758,BW,1663,KIN,1779,MBJ,1780,,738
15759,BW,1663,KIN,1779,MCO,3878,,738
15760,BW,1663,KIN,1779,NAS,1953,,738
15761,BW,1663,KIN,1779,POS,2902,,738
15762,BW,1663,KIN,1779,SXM,2899,,738
15763,BW,1663,KIN,1779,YYZ,193,,738
15764,BW,1663,LGW,502,POS,2902,,767
15765,BW,1663,MBJ,1780,FLL,3533,,738
15766,BW,1663,MBJ,1780,JFK,3797,,738
15767,BW,1663,MBJ,1780,KIN,1779,,738
15768,BW,1663,MCO,3878,KIN,1779,,738
15769,BW,1663,MCO,3878,POS,2902,,738
15770,BW,1663,MIA,3576,POS,2902,,738
15771,BW,1663,NAS,1953,KIN,1779,,738
15772,BW,1663,PBM,2773,POS,2902,,738
15773,BW,1663,POS,2902,BGI,2875,,ATR 738
15774,BW,1663,POS,2902,CCS,2851,,ATR
15775,BW,1663,POS,2902,FLL,3533,,738
15776,BW,1663,POS,2902,GEO,4304,,738 767
15777,BW,1663,POS,2902,GND,2882,,ATR 738
15778,BW,1663,POS,2902,JFK,3797,,738
15779,BW,1663,POS,2902,KIN,1779,,738
15780,BW,1663,POS,2902,LGW,502,,767
15781,BW,1663,POS,2902,MCO,3878,,738
15782,BW,1663,POS,2902,MIA,3576,,738
15783,BW,1663,POS,2902,PBM,2773,,738
15784,BW,1663,POS,2902,SLU,2893,,ATR
15785,BW,1663,POS,2902,TAB,2901,,ATR 738
15786,BW,1663,POS,2902,YYZ,193,,738
15787,BW,1663,SLU,2893,POS,2902,,ATR
15788,BW,1663,SXM,2899,BGI,2875,,738
15789,BW,1663,SXM,2899,KIN,1779,,738
15790,BW,1663,TAB,2901,JFK,3797,,738
15791,BW,1663,TAB,2901,POS,2902,,ATR 738
15792,BW,1663,YYZ,193,GEO,4304,,767 738
15793,BW,1663,YYZ,193,GND,2882,,738
15794,BW,1663,YYZ,193,KIN,1779,,738
15795,BW,1663,YYZ,193,POS,2902,,738
15796,BX,5982,CEB,4206,PUS,2372,,320 321
15797,BX,5982,CSX,3371,PUS,2372,,321
15798,BX,5982,FUK,2305,PUS,2372,,320
15799,BX,5982,HKG,3077,PUS,2372,,321
15800,BX,5982,KHH,2264,PUS,2372,,734
15801,BX,5982,KIX,3992,PUS,2372,,321
15802,BX,5982,MFM,3121,PUS,2372,,321
15803,BX,5982,NRT,2279,PUS,2372,,321
15804,BX,5982,PUS,2372,CEB,4206,,321 320
15805,BX,5982,PUS,2372,CSX,3371,,321
15806,BX,5982,PUS,2372,FUK,2305,,320
15807,BX,5982,PUS,2372,HKG,3077,,321
15808,BX,5982,PUS,2372,KHH,2264,,734
15809,BX,5982,PUS,2372,KIX,3992,,321
15810,BX,5982,PUS,2372,MFM,3121,,321
15811,BX,5982,PUS,2372,NRT,2279,,321
15812,BX,5982,PUS,2372,REP,3035,,321
15813,BX,5982,PUS,2372,TAO,3390,,734
15814,BX,5982,PUS,2372,TPE,2276,,321 734
15815,BX,5982,PUS,2372,TYN,3369,,734
15816,BX,5982,PUS,2372,WUH,3376,,734
15817,BX,5982,PUS,2372,XIY,3379,,321
15818,BX,5982,REP,3035,PUS,2372,,321
15819,BX,5982,TAO,3390,PUS,2372,,734
15820,BX,5982,TPE,2276,PUS,2372,,321 734
15821,BX,5982,TYN,3369,PUS,2372,,734
15822,BX,5982,WUH,3376,PUS,2372,,734
15823,BX,5982,XIY,3379,PUS,2372,,321
15824,C8,1750,BSG,890,COO,245,,146
15825,C8,1750,BSG,890,SSG,891,,146
15826,C8,1750,COO,245,BSG,890,,146
15827,C8,1750,COO,245,SSG,891,,146
15828,C8,1750,DLA,897,SSG,891,,146
15829,C8,1750,SSG,891,BSG,890,,146
15830,C8,1750,SSG,891,COO,245,,146
15831,C8,1750,SSG,891,DLA,897,,146
15832,CA,751,ADD,1107,CAN,3370,,77W
15833,CA,751,ADD,1107,PEK,3364,,77L
15834,CA,751,AKL,2006,PVG,3406,Y,763 772
15835,CA,751,AKU,6404,CTU,3395,,320
15836,CA,751,ARN,737,GOT,687,Y,73H 73W
15837,CA,751,ARN,737,GVA,1665,,736 73H 717
15838,CA,751,ARN,737,HEL,421,,717
15839,CA,751,ARN,737,PEK,3364,,333
15840,CA,751,ARN,737,TMP,458,,S20
15841,CA,751,ARN,737,VAA,462,,S20
15842,CA,751,ATH,3941,MUC,346,,330
15843,CA,751,ATL,3682,IAH,3550,Y,CRJ
15844,CA,751,BAV,6346,CAN,3370,Y,320
15845,CA,751,BAV,6346,PEK,3364,,738 737
15846,CA,751,BAV,6346,TSN,3368,Y,CR7
15847,CA,751,BAV,6346,TYN,3369,Y,CR7
15848,CA,751,BCN,1218,VIE,1613,,333
15849,CA,751,BHY,6351,HGH,3386,,319
15850,CA,751,BHY,6351,PEK,3364,,738
15851,CA,751,BKK,3885,PEK,3364,,738
15852,CA,751,BKK,3885,SZX,3374,Y,738
15853,CA,751,BOM,2997,CTU,3395,,319
15854,CA,751,BPX,6396,CTU,3395,,319
15855,CA,751,CAI,1128,CAN,3370,Y,773
15856,CA,751,CAI,1128,PEK,3364,Y,330
15857,CA,751,CAN,3370,ADD,1107,,77W
15858,CA,751,CAN,3370,BAV,6346,Y,320
15859,CA,751,CAN,3370,CAI,1128,Y,773
15860,CA,751,CAN,3370,CGO,3375,Y,320
15861,CA,751,CAN,3370,CGQ,4380,Y,738
15862,CA,751,CAN,3370,CKG,3393,,738 737
15863,CA,751,CAN,3370,CTU,3395,,321 319 320
15864,CA,751,CAN,3370,CZX,4109,Y,320
15865,CA,751,CAN,3370,DAX,6397,,737
15866,CA,751,CAN,3370,GYS,6398,,737
15867,CA,751,CAN,3370,HAK,4120,Y,738 320
15868,CA,751,CAN,3370,HET,6345,,737
15869,CA,751,CAN,3370,HFE,3389,,738
15870,CA,751,CAN,3370,HGH,3386,,738 320 321
15871,CA,751,CAN,3370,HRB,3400,Y,320
15872,CA,751,CAN,3370,HYN,6384,Y,320
15873,CA,751,CAN,3370,IST,1701,,330 343
15874,CA,751,CAN,3370,JDZ,6380,Y,320
15875,CA,751,CAN,3370,JJN,6386,Y,320
15876,CA,751,CAN,3370,JZH,4301,,319
15877,CA,751,CAN,3370,KHN,3384,,320
